6    (-0.00200741,0)
7    (0.0216809,0)
8    (-0.000956796,0)
9    (0.0374609,0)
10    (-0.000361249,0)
11    (0.0010615,0)
12    (-0.00101277,0)
13    (0.000387656,0)
19    (0.209737,0)
20    (-0.299983,0)
21    (0.209737,0)
22    (-0.299983,0)
23    (0.00130417,0)
25    (0.00130417,0)
31    (-0.184694,0)
32    (0.301724,0)
33    (-0.299391,0)
34    (0.185951,0)
35    (-0.00543287,0)
36    (0.00484577,0)
37    (0.00493527,0)
38    (-0.0055238,0)
42    (-0.0109816,0)
43    (0.0180705,0)
44    (-0.0210381,0)
45    (0.0143632,0)
46    (0.000328355,0)
47    (0.000502879,0)
49    (-0.00114569,0)
52    (-0.0148384,0)
53    (0.0187509,0)
54    (-0.0200859,0)
55    (0.0227097,0)
58    (-0.00105928,0)
59    (-0.000473751,0)
61    (0.0141959,0)
62    (-0.021494,0)
63    (0.0190127,0)
64    (-0.0137907,0)
66    (-0.00107905,0)
67    (-0.00928673,0)
68    (-0.00143528,0)
69    (0.0162903,0)
70    (-0.0231395,0)
71    (0.0188731,0)
72    (-0.019392,0)
73    (-0.000479999,0)
74    (-0.00032833,0)
75    (-0.00180407,0)
76    (-0.00794785,0)
110    (-0.299391,0)
111    (0.185951,0)
112    (-0.184694,0)
113    (0.301724,0)
114    (0.00493527,0)
115    (-0.0055238,0)
116    (-0.00543287,0)
117    (0.00484577,0)
122    (0.263942,0)
123    (-0.184538,0)
124    (0.263942,0)
125    (-0.184538,0)
127    (0.00148225,0)
129    (0.00148225,0)
133    (0.0164158,0)
134    (-0.0128693,0)
135    (0.0199261,0)
136    (-0.0178283,0)
137    (-0.00083531,0)
139    (0.000435497,0)
140    (0.000836422,0)
143    (0.0200622,0)
144    (-0.0124811,0)
145    (0.0168003,0)
146    (-0.0239108,0)
147    (-0.000654048,0)
149    (0.00121963,0)
152    (-0.0204146,0)
153    (0.0145195,0)
154    (-0.0171445,0)
155    (0.0164499,0)
157    (0.000508075,0)
158    (0.00798952,0)
159    (0.00168291,0)
160    (-0.0234403,0)
161    (0.0161343,0)
162    (-0.0166625,0)
163    (0.0216089,0)
164    (0.000903689,0)
166    (0.00130856,0)
167    (0.00817099,0)
200    (0.000956796,0)
201    (-0.0374609,0)
202    (0.00200741,0)
203    (-0.0216809,0)
204    (0.00101277,0)
205    (-0.000387656,0)
206    (0.000361249,0)
207    (-0.0010615,0)
211    (-0.0190127,0)
212    (0.0137907,0)
213    (-0.0141959,0)
214    (0.021494,0)
215    (0.00928673,0)
216    (0.00143528,0)
218    (0.00107905,0)
221    (-0.0188731,0)
222    (0.019392,0)
223    (-0.0162903,0)
224    (0.0231395,0)
225    (0.00180407,0)
226    (0.00794785,0)
227    (0.000479999,0)
228    (0.00032833,0)
230    (0.0210381,0)
231    (-0.0143632,0)
232    (0.0109816,0)
233    (-0.0180705,0)
235    (0.00114569,0)
236    (-0.000328355,0)
237    (-0.000502879,0)
238    (0.0200859,0)
239    (-0.0227097,0)
240    (0.0148384,0)
241    (-0.0187509,0)
242    (0.00105928,0)
243    (0.000473751,0)
277    (0.0171445,0)
278    (-0.0164499,0)
279    (0.0204146,0)
280    (-0.0145195,0)
281    (-0.00798952,0)
282    (-0.00168291,0)
284    (-0.000508075,0)
287    (0.0166625,0)
288    (-0.0216089,0)
289    (0.0234403,0)
290    (-0.0161343,0)
291    (-0.00130856,0)
292    (-0.00817099,0)
293    (-0.000903689,0)
296    (-0.0199261,0)
297    (0.0178283,0)
298    (-0.0164158,0)
299    (0.0128693,0)
300    (-0.000435497,0)
301    (-0.000836422,0)
302    (0.00083531,0)
304    (-0.0168003,0)
305    (0.0239108,0)
306    (-0.0200622,0)
307    (0.0124811,0)
308    (-0.00121963,0)
310    (0.000654048,0)
343    (-0.000336888,0)
344    (0.00036969,0)
345    (0.000407956,0)
346    (0.00054553,0)
347    (-0.000451005,0)
355    (-0.000595584,0)
357    (-0.000595584,0)
359    (0.000364304,0)
360    (0.000324219,0)
362    (-0.000404226,0)
363    (-0.000771355,0)
366    (-0.000707665,0)
397    (-0.000404226,0)
398    (0.000364304,0)
399    (0.000324219,0)
401    (-0.000707665,0)
402    (-0.000771355,0)
409    (-0.00067691,0)
411    (-0.00067691,0)
440    (-0.00036969,0)
441    (-0.000407956,0)
443    (0.000336888,0)
446    (-0.00054553,0)
447    (0.000451005,0)
