77    (0.0646423,0)
78    (0.129848,0)
79    (-0.180229,0)
80    (-0.0147196,0)
81    (-0.00866278,0)
82    (0.019028,0)
83    (0.0106089,0)
84    (-0.292981,0)
85    (0.353785,0)
86    (0.0222663,0)
87    (0.0135969,0)
88    (-0.0271873,0)
89    (-0.0169562,0)
90    (-0.107036,0)
91    (-0.0254844,0)
92    (-0.0112469,0)
93    (0.0281992,0)
94    (0.0128725,0)
95    (0.0227175,0)
96    (0.00787135,0)
97    (-0.0268849,0)
98    (-0.00922463,0)
99    (-0.000413326,0)
101    (0.000460707,0)
102    (-0.000402285,0)
104    (-0.000461205,0)
168    (-0.0458208,0)
169    (-0.185719,0)
170    (0.282102,0)
171    (0.0228845,0)
172    (0.0113774,0)
173    (-0.0260322,0)
174    (-0.0144806,0)
175    (0.174366,0)
176    (-0.247353,0)
177    (-0.017845,0)
178    (-0.00772705,0)
179    (0.0188666,0)
180    (0.00998872,0)
181    (0.072113,0)
182    (0.0212631,0)
183    (0.0122368,0)
184    (-0.0205893,0)
185    (-0.0139045,0)
186    (-0.0225464,0)
187    (-0.013378,0)
188    (0.0233998,0)
189    (0.0148031,0)
246    (0.107036,0)
247    (0.129848,0)
248    (-0.292981,0)
249    (-0.0281992,0)
250    (-0.0128725,0)
251    (0.0254844,0)
252    (0.0112469,0)
253    (-0.180229,0)
254    (0.353785,0)
255    (0.0268849,0)
256    (0.00922463,0)
257    (-0.0227175,0)
258    (-0.00787135,0)
259    (-0.0646423,0)
260    (-0.019028,0)
261    (-0.0106089,0)
262    (0.0147196,0)
263    (0.00866278,0)
264    (0.0271873,0)
265    (0.0169562,0)
266    (-0.0222663,0)
267    (-0.0135969,0)
268    (0.000461205,0)
270    (-0.000402285,0)
271    (0.000460707,0)
273    (0.000413326,0)
312    (-0.072113,0)
313    (-0.185719,0)
314    (0.174366,0)
315    (0.0205893,0)
316    (0.0139045,0)
317    (-0.0212631,0)
318    (-0.0122368,0)
319    (0.282102,0)
320    (-0.247353,0)
321    (-0.0233998,0)
322    (-0.0148031,0)
323    (0.0225464,0)
324    (0.013378,0)
325    (0.0458208,0)
326    (0.0260322,0)
327    (0.0144806,0)
328    (-0.0228845,0)
329    (-0.0113774,0)
330    (-0.0188666,0)
331    (-0.00998872,0)
332    (0.017845,0)
333    (0.00772705,0)
367    (-0.00231327,0)
368    (0.00174809,0)
369    (-0.0054531,0)
371    (0.000357371,0)
373    (-0.000538103,0)
374    (0.00447004,0)
376    (0.00206299,0)
378    (0.000421805,0)
379    (0.00135731,0)
380    (-0.000787625,0)
381    (0.0057494,0)
382    (0.0013855,0)
384    (0.000387193,0)
385    (-0.00752643,0)
386    (-0.00160796,0)
387    (-0.000524128,0)
388    (-0.000959042,0)
390    (-0.000798314,0)
391    (-0.000558987,0)
412    (-0.000952134,0)
414    (0.00488741,0)
415    (0.000905878,0)
416    (0.0026868,0)
417    (-0.000539567,0)
419    (-0.00502908,0)
420    (0.000917658,0)
422    (-0.000387245,0)
423    (0.000407182,0)
425    (-0.0021274,0)
426    (0.00101705,0)
427    (0.00772076,0)
428    (0.00130384,0)
429    (0.000345744,0)
430    (-0.00195047,0)
431    (-0.0109523,0)
432    (-0.00142641,0)
434    (-0.000697085,0)
437    (-0.000855983,0)
438    (-0.000419074,0)
448    (0.000787625,0)
449    (0.00174809,0)
450    (0.00447004,0)
452    (-0.000387193,0)
453    (-0.0057494,0)
454    (-0.0013855,0)
455    (-0.0054531,0)
457    (0.000524128,0)
458    (0.000959042,0)
459    (0.00752643,0)
460    (0.00160796,0)
461    (0.00231327,0)
463    (0.000538103,0)
465    (-0.000357371,0)
466    (-0.000421805,0)
467    (-0.00135731,0)
468    (-0.00206299,0)
471    (-0.000798314,0)
473    (-0.000558987,0)
476    (0.0021274,0)
478    (-0.00502908,0)
479    (-0.00130384,0)
480    (-0.000345744,0)
481    (-0.00101705,0)
482    (-0.00772076,0)
483    (0.00488741,0)
484    (0.000917658,0)
485    (0.00142641,0)
487    (0.00195047,0)
488    (0.0109523,0)
489    (0.000952134,0)
490    (0.000539567,0)
492    (-0.000905878,0)
493    (-0.0026868,0)
494    (-0.000407182,0)
497    (0.000387245,0)
500    (-0.000855983,0)
502    (-0.000419074,0)
503    (0.000697085,0)
