0    (0.491016,-0)
1    (-0.491016,-0)
2    (-0.0317651,-0)
3    (-0.0317651,-0)
4    (0.0355811,-0)
5    (0.0355811,-0)
14    (0.491016,-0)
15    (0.0652924,-0)
17    (-0.0652924,-0)
27    (-0.0317651,-0)
28    (0.0355811,-0)
29    (0.0355811,-0)
30    (-0.0317651,-0)
39    (0.00461567,-0)
41    (-0.00461567,-0)
50    (0.00485193,-0)
60    (0.00485193,-0)
105    (-0.491016,-0)
106    (-0.0355811,-0)
107    (0.0317651,-0)
108    (0.0317651,-0)
109    (-0.0355811,-0)
119    (-0.0652924,-0)
121    (0.0652924,-0)
130    (-0.00461567,-0)
132    (0.00485193,-0)
141    (-0.00461567,-0)
151    (-0.00485193,-0)
196    (0.0355811,-0)
197    (0.0355811,-0)
198    (-0.0317651,-0)
199    (-0.0317651,-0)
208    (0.00485193,-0)
210    (-0.00485193,-0)
219    (0.00461567,-0)
229    (0.00461567,-0)
274    (-0.00485193,-0)
276    (0.00461567,-0)
285    (-0.00485193,-0)
295    (-0.00461567,-0)
