504    (0.491016,0)
505    (-0.491016,0)
506    (-0.0317651,0)
507    (-0.0317651,0)
508    (0.0355811,0)
509    (0.0355811,0)
510    (0.491016,0)
511    (0.0652924,0)
513    (-0.0652924,0)
515    (-0.0317651,0)
516    (0.0355811,0)
517    (0.0355811,0)
518    (-0.0317651,0)
519    (0.00461567,0)
521    (-0.00461567,0)
522    (0.00485193,0)
524    (0.00485193,0)
525    (-0.491016,0)
526    (-0.0355811,0)
527    (0.0317651,0)
528    (0.0317651,0)
529    (-0.0355811,0)
531    (-0.0652924,0)
533    (0.0652924,0)
534    (-0.00461567,0)
536    (0.00485193,0)
537    (-0.00461567,0)
539    (-0.00485193,0)
540    (0.0355811,0)
541    (0.0355811,0)
542    (-0.0317651,0)
543    (-0.0317651,0)
544    (0.00485193,0)
546    (-0.00485193,0)
547    (0.00461567,0)
549    (0.00461567,0)
550    (-0.00485193,0)
552    (0.00461567,0)
553    (-0.00485193,0)
555    (-0.00461567,0)
